,indicator,offset
2021-01-13 07:30:00,1,-90
2021-01-13 07:31:00,1,-89
2021-01-13 07:32:00,1,-88
2021-01-13 07:33:00,1,-87
2021-01-13 07:34:00,1,-86
2021-01-13 07:35:00,1,-85
2021-01-13 07:36:00,1,-84
2021-01-13 07:37:00,1,-83
2021-01-13 07:38:00,1,-82
2021-01-13 07:39:00,1,-81
2021-01-13 07:40:00,1,-80
2021-01-13 07:41:00,1,-79
2021-01-13 07:42:00,1,-78
2021-01-13 07:43:00,1,-77
2021-01-13 07:44:00,1,-76
2021-01-13 07:45:00,1,-75
2021-01-13 07:46:00,1,-74
2021-01-13 07:47:00,1,-73
2021-01-13 07:48:00,1,-72
2021-01-13 07:49:00,1,-71
2021-01-13 07:50:00,1,-70
2021-01-13 07:51:00,1,-69
2021-01-13 07:52:00,1,-68
2021-01-13 07:53:00,1,-67
2021-01-13 07:54:00,1,-66
2021-01-13 07:55:00,1,-65
2021-01-13 07:56:00,1,-64
2021-01-13 07:57:00,1,-63
2021-01-13 07:58:00,1,-62
2021-01-13 07:59:00,1,-61
2021-01-13 08:00:00,1,-60
2021-01-13 08:01:00,1,-59
2021-01-13 08:02:00,1,-58
2021-01-13 08:03:00,1,-57
2021-01-13 08:04:00,1,-56
2021-01-13 08:05:00,1,-55
2021-01-13 08:06:00,1,-54
2021-01-13 08:07:00,1,-53
2021-01-13 08:08:00,1,-52
2021-01-13 08:09:00,1,-51
2021-01-13 08:10:00,1,-50
2021-01-13 08:11:00,1,-49
2021-01-13 08:12:00,1,-48
2021-01-13 08:13:00,1,-47
2021-01-13 08:14:00,1,-46
2021-01-13 08:15:00,1,-45
2021-01-13 08:16:00,1,-44
2021-01-13 08:17:00,1,-43
2021-01-13 08:18:00,1,-42
2021-01-13 08:19:00,1,-41
2021-01-13 08:20:00,1,-40
2021-01-13 08:21:00,1,-39
2021-01-13 08:22:00,1,-38
2021-01-13 08:23:00,1,-37
2021-01-13 08:24:00,1,-36
2021-01-13 08:25:00,1,-35
2021-01-13 08:26:00,1,-34
2021-01-13 08:27:00,1,-33
2021-01-13 08:28:00,1,-32
2021-01-13 08:29:00,1,-31
2021-01-13 08:30:00,1,-30
2021-01-13 08:31:00,1,-29
2021-01-13 08:32:00,1,-28
2021-01-13 08:33:00,1,-27
2021-01-13 08:34:00,1,-26
2021-01-13 08:35:00,1,-25
2021-01-13 08:36:00,1,-24
2021-01-13 08:37:00,1,-23
2021-01-13 08:38:00,1,-22
2021-01-13 08:39:00,1,-21
2021-01-13 08:40:00,1,-20
2021-01-13 08:41:00,1,-19
2021-01-13 08:42:00,1,-18
2021-01-13 08:43:00,1,-17
2021-01-13 08:44:00,1,-16
2021-01-13 08:45:00,1,-15
2021-01-13 08:46:00,1,-14
2021-01-13 08:47:00,1,-13
2021-01-13 08:48:00,1,-12
2021-01-13 08:49:00,1,-11
2021-01-13 08:50:00,1,-10
2021-01-13 08:51:00,1,-9
2021-01-13 08:52:00,1,-8
2021-01-13 08:53:00,1,-7
2021-01-13 08:54:00,1,-6
2021-01-13 08:55:00,1,-5
2021-01-13 08:56:00,1,-4
2021-01-13 08:57:00,1,-3
2021-01-13 08:58:00,1,-2
2021-01-13 08:59:00,1,-1
2021-01-13 09:00:00,1,0
2021-01-13 09:01:00,1,1
2021-01-13 09:02:00,1,2
2021-01-13 09:03:00,1,3
2021-01-13 09:04:00,1,4
2021-01-13 09:05:00,1,5
2021-01-13 09:06:00,1,6
2021-01-13 09:07:00,1,7
2021-01-13 09:08:00,1,8
2021-01-13 09:09:00,0,9
2021-01-13 09:10:00,0,10
2021-01-13 09:11:00,0,11
2021-01-13 09:12:00,0,12
2021-01-13 09:13:00,0,13
2021-01-13 09:14:00,0,14
2021-01-13 09:15:00,0,15
2021-01-13 09:16:00,0,16
2021-01-13 09:17:00,0,17
2021-01-13 09:18:00,0,18
2021-01-13 09:19:00,0,19
2021-01-13 09:20:00,0,20
2021-01-13 09:21:00,0,21
2021-01-13 09:22:00,0,22
2021-01-13 09:23:00,0,23
2021-01-13 09:24:00,0,24
2021-01-13 09:25:00,0,25
2021-01-13 09:26:00,0,26
2021-01-13 09:27:00,0,27
2021-01-13 09:28:00,0,28
2021-01-13 09:29:00,0,29
2021-01-13 09:30:00,0,30
2021-01-13 09:31:00,0,31
2021-01-13 09:32:00,0,32
2021-01-13 09:33:00,0,33
2021-01-13 09:34:00,0,34
2021-01-13 09:35:00,0,35
2021-01-13 09:36:00,0,36
2021-01-13 09:37:00,0,37
2021-01-13 09:38:00,0,38
2021-01-13 09:39:00,0,39
2021-01-13 09:40:00,0,40
2021-01-13 09:41:00,0,41
2021-01-13 09:42:00,0,42
2021-01-13 09:43:00,0,43
2021-01-13 09:44:00,0,44
2021-01-13 09:45:00,0,45
2021-01-13 09:46:00,0,46
2021-01-13 09:47:00,0,47
2021-01-13 09:48:00,0,48
2021-01-13 09:49:00,0,49
2021-01-13 09:50:00,0,50
2021-01-13 09:51:00,0,51
2021-01-13 09:52:00,0,52
2021-01-13 09:53:00,0,53
2021-01-13 09:54:00,0,54
2021-01-13 09:55:00,0,55
2021-01-13 09:56:00,0,56
2021-01-13 09:57:00,0,57
2021-01-13 09:58:00,0,58
2021-01-13 09:59:00,0,59
2021-01-13 10:00:00,0,60
2021-01-13 10:01:00,0,61
2021-01-13 10:02:00,0,62
2021-01-13 10:03:00,0,63
2021-01-13 10:04:00,0,64
2021-01-13 10:05:00,0,65
2021-01-13 10:06:00,0,66
2021-01-13 10:07:00,0,67
2021-01-13 10:08:00,0,68
2021-01-13 10:09:00,0,69
2021-01-13 10:10:00,0,70
2021-01-13 10:11:00,0,71
2021-01-13 10:12:00,0,72
2021-01-13 10:13:00,0,73
2021-01-13 10:14:00,0,74
2021-01-13 10:15:00,0,75
2021-01-13 10:16:00,0,76
2021-01-13 10:17:00,0,77
2021-01-13 10:18:00,0,78
2021-01-13 10:19:00,0,79
2021-01-13 10:20:00,0,80
2021-01-13 10:21:00,0,81
2021-01-13 10:22:00,0,82
2021-01-13 10:23:00,0,83
2021-01-13 10:24:00,0,84
2021-01-13 10:25:00,0,85
2021-01-13 10:26:00,0,86
2021-01-13 10:27:00,0,87
2021-01-13 10:28:00,0,88
2021-01-13 10:29:00,0,89
2021-01-13 10:30:00,0,90
2021-01-13 10:31:00,0,91
2021-01-13 10:32:00,0,92
2021-01-13 10:33:00,0,93
2021-01-13 10:34:00,0,94
2021-01-13 10:35:00,0,95
2021-01-13 10:36:00,0,96
2021-01-13 10:37:00,0,97
2021-01-13 10:38:00,0,98
2021-01-13 10:39:00,0,99
2021-01-13 10:40:00,0,100
2021-01-13 10:41:00,0,101
2021-01-13 10:42:00,0,102
2021-01-13 10:43:00,0,103
2021-01-13 10:44:00,0,104
2021-01-13 10:45:00,0,105
2021-01-13 10:46:00,0,106
2021-01-13 10:47:00,0,107
2021-01-13 10:48:00,0,108
2021-01-13 10:49:00,0,109
2021-01-13 10:50:00,0,110
2021-01-13 10:51:00,0,111
2021-01-13 10:52:00,0,112
2021-01-13 10:53:00,0,113
2021-01-13 10:54:00,0,114
2021-01-13 10:55:00,0,115
2021-01-13 10:56:00,0,116
2021-01-13 10:57:00,0,117
2021-01-13 10:58:00,0,118
2021-01-13 10:59:00,0,119
2021-01-14 07:00:00,1,-120
2021-01-14 07:01:00,1,-119
2021-01-14 07:02:00,1,-118
2021-01-14 07:03:00,1,-117
2021-01-14 07:04:00,1,-116
2021-01-14 07:05:00,1,-115
2021-01-14 07:06:00,1,-114
2021-01-14 07:07:00,1,-113
2021-01-14 07:08:00,1,-112
2021-01-14 07:09:00,1,-111
2021-01-14 07:10:00,1,-110
2021-01-14 07:11:00,1,-109
2021-01-14 07:12:00,1,-108
2021-01-14 07:13:00,1,-107
2021-01-14 07:14:00,1,-106
2021-01-14 07:15:00,1,-105
2021-01-14 07:16:00,1,-104
2021-01-14 07:17:00,1,-103
2021-01-14 07:18:00,1,-102
2021-01-14 07:19:00,1,-101
2021-01-14 07:20:00,1,-100
2021-01-14 07:21:00,1,-99
2021-01-14 07:22:00,1,-98
2021-01-14 07:23:00,1,-97
2021-01-14 07:24:00,1,-96
2021-01-14 07:25:00,1,-95
2021-01-14 07:26:00,1,-94
2021-01-14 07:27:00,1,-93
2021-01-14 07:28:00,1,-92
2021-01-14 07:29:00,1,-91
2021-01-14 07:30:00,1,-90
2021-01-14 07:31:00,1,-89
2021-01-14 07:32:00,1,-88
2021-01-14 07:33:00,1,-87
2021-01-14 07:34:00,1,-86
2021-01-14 07:35:00,1,-85
2021-01-14 07:36:00,1,-84
2021-01-14 07:37:00,1,-83
2021-01-14 07:38:00,1,-82
2021-01-14 07:39:00,1,-81
2021-01-14 07:40:00,1,-80
2021-01-14 07:41:00,1,-79
2021-01-14 07:42:00,1,-78
2021-01-14 07:43:00,1,-77
2021-01-14 07:44:00,1,-76
2021-01-14 07:45:00,1,-75
2021-01-14 07:46:00,1,-74
2021-01-14 07:47:00,1,-73
2021-01-14 07:48:00,1,-72
2021-01-14 07:49:00,1,-71
2021-01-14 07:50:00,1,-70
2021-01-14 07:51:00,1,-69
2021-01-14 07:52:00,1,-68
2021-01-14 07:53:00,1,-67
2021-01-14 07:54:00,1,-66
2021-01-14 07:55:00,1,-65
2021-01-14 07:56:00,1,-64
2021-01-14 07:57:00,1,-63
2021-01-14 07:58:00,1,-62
2021-01-14 07:59:00,1,-61
2021-01-14 08:00:00,1,-60
2021-01-14 08:01:00,1,-59
2021-01-14 08:02:00,1,-58
2021-01-14 08:03:00,1,-57
2021-01-14 08:04:00,1,-56
2021-01-14 08:05:00,1,-55
2021-01-14 08:06:00,1,-54
2021-01-14 08:07:00,1,-53
2021-01-14 08:08:00,1,-52
2021-01-14 08:09:00,1,-51
2021-01-14 08:10:00,1,-50
2021-01-14 08:11:00,1,-49
2021-01-14 08:12:00,1,-48
2021-01-14 08:13:00,1,-47
2021-01-14 08:14:00,1,-46
2021-01-14 08:15:00,1,-45
2021-01-14 08:16:00,1,-44
2021-01-14 08:17:00,1,-43
2021-01-14 08:18:00,1,-42
2021-01-14 08:19:00,1,-41
2021-01-14 08:20:00,1,-40
2021-01-14 08:21:00,1,-39
2021-01-14 08:22:00,1,-38
2021-01-14 08:23:00,1,-37
2021-01-14 08:24:00,1,-36
2021-01-14 08:25:00,1,-35
2021-01-14 08:26:00,1,-34
2021-01-14 08:27:00,1,-33
2021-01-14 08:28:00,1,-32
2021-01-14 08:29:00,1,-31
2021-01-14 08:30:00,1,-30
2021-01-14 08:31:00,1,-29
2021-01-14 08:32:00,1,-28
2021-01-14 08:33:00,1,-27
2021-01-14 08:34:00,1,-26
2021-01-14 08:35:00,1,-25
2021-01-14 08:36:00,1,-24
2021-01-14 08:37:00,1,-23
2021-01-14 08:38:00,1,-22
2021-01-14 08:39:00,1,-21
2021-01-14 08:40:00,1,-20
2021-01-14 08:41:00,1,-19
2021-01-14 08:42:00,1,-18
2021-01-14 08:43:00,1,-17
2021-01-14 08:44:00,1,-16
2021-01-14 08:45:00,1,-15
2021-01-14 08:46:00,1,-14
2021-01-14 08:47:00,1,-13
2021-01-14 08:48:00,1,-12
2021-01-14 08:49:00,1,-11
2021-01-14 08:50:00,1,-10
2021-01-14 08:51:00,1,-9
2021-01-14 08:52:00,1,-8
2021-01-14 08:53:00,1,-7
2021-01-14 08:54:00,1,-6
2021-01-14 08:55:00,1,-5
2021-01-14 08:56:00,1,-4
2021-01-14 08:57:00,0,-3
2021-01-14 08:58:00,0,-2
2021-01-14 08:59:00,0,-1
2021-01-14 09:00:00,0,0
2021-01-14 09:01:00,0,1
2021-01-14 09:02:00,0,2
2021-01-14 09:03:00,0,3
2021-01-14 09:04:00,0,4
2021-01-14 09:05:00,0,5
2021-01-14 09:06:00,0,6
2021-01-14 09:07:00,0,7
2021-01-14 09:08:00,0,8
2021-01-14 09:09:00,0,9
2021-01-14 09:10:00,0,10
2021-01-14 09:11:00,0,11
2021-01-14 09:12:00,0,12
2021-01-14 09:13:00,0,13
2021-01-14 09:14:00,0,14
2021-01-14 09:15:00,0,15
2021-01-14 09:16:00,0,16
2021-01-14 09:17:00,0,17
2021-01-14 09:18:00,0,18
2021-01-14 09:19:00,0,19
2021-01-14 09:20:00,0,20
2021-01-14 09:21:00,0,21
2021-01-14 09:22:00,0,22
2021-01-14 09:23:00,0,23
2021-01-14 09:24:00,0,24
2021-01-14 09:25:00,0,25
2021-01-14 09:26:00,0,26
2021-01-14 09:27:00,0,27
2021-01-14 09:28:00,0,28
2021-01-14 09:29:00,0,29
2021-01-14 09:30:00,0,30
2021-01-14 09:31:00,0,31
2021-01-14 09:32:00,0,32
2021-01-14 09:33:00,0,33
2021-01-14 09:34:00,0,34
2021-01-14 09:35:00,0,35
2021-01-14 09:36:00,0,36
2021-01-14 09:37:00,0,37
2021-01-14 09:38:00,0,38
2021-01-14 09:39:00,0,39
2021-01-14 09:40:00,0,40
2021-01-14 09:41:00,0,41
2021-01-14 09:42:00,0,42
2021-01-14 09:43:00,0,43
2021-01-14 09:44:00,0,44
2021-01-14 09:45:00,0,45
2021-01-14 09:46:00,0,46
2021-01-14 09:47:00,0,47
2021-01-14 09:48:00,0,48
2021-01-14 09:49:00,0,49
2021-01-14 09:50:00,0,50
2021-01-14 09:51:00,0,51
2021-01-14 09:52:00,0,52
2021-01-14 09:53:00,0,53
2021-01-14 09:54:00,0,54
2021-01-14 09:55:00,0,55
2021-01-14 09:56:00,0,56
2021-01-14 09:57:00,0,57
2021-01-14 09:58:00,0,58
2021-01-14 09:59:00,0,59
2021-01-14 10:00:00,0,60
2021-01-14 10:01:00,0,61
2021-01-14 10:02:00,0,62
2021-01-14 10:03:00,0,63
2021-01-14 10:04:00,0,64
2021-01-14 10:05:00,0,65
2021-01-14 10:06:00,0,66
2021-01-14 10:07:00,0,67
2021-01-14 10:08:00,0,68
2021-01-14 10:09:00,0,69
2021-01-14 10:10:00,0,70
2021-01-14 10:11:00,0,71
2021-01-14 10:12:00,0,72
2021-01-14 10:13:00,0,73
2021-01-14 10:14:00,0,74
2021-01-14 10:15:00,0,75
2021-01-14 10:16:00,0,76
2021-01-14 10:17:00,0,77
2021-01-14 10:18:00,0,78
2021-01-14 10:19:00,0,79
2021-01-14 10:20:00,0,80
2021-01-14 10:21:00,0,81
2021-01-14 10:22:00,0,82
2021-01-14 10:23:00,0,83
2021-01-14 10:24:00,0,84
2021-01-14 10:25:00,0,85
2021-01-14 10:26:00,0,86
2021-01-14 10:27:00,0,87
2021-01-14 10:28:00,0,88
2021-01-14 10:29:00,0,89
2021-01-14 10:30:00,0,90
2021-01-14 10:31:00,0,91
2021-01-14 10:32:00,0,92
2021-01-14 10:33:00,0,93
2021-01-14 10:34:00,0,94
2021-01-14 10:35:00,0,95
2021-01-14 10:36:00,0,96
2021-01-14 10:37:00,0,97
2021-01-14 10:38:00,0,98
2021-01-14 10:39:00,0,99
2021-01-14 10:40:00,0,100
2021-01-14 10:41:00,0,101
2021-01-14 10:42:00,0,102
2021-01-14 10:43:00,0,103
2021-01-14 10:44:00,0,104
2021-01-14 10:45:00,0,105
2021-01-14 10:46:00,0,106
2021-01-14 10:47:00,0,107
2021-01-14 10:48:00,0,108
2021-01-14 10:49:00,0,109
2021-01-14 10:50:00,0,110
2021-01-14 10:51:00,0,111
2021-01-14 10:52:00,0,112
2021-01-14 10:53:00,0,113
2021-01-14 10:54:00,0,114
2021-01-14 10:55:00,0,115
2021-01-14 10:56:00,0,116
2021-01-14 10:57:00,0,117
2021-01-14 10:58:00,0,118
2021-01-14 10:59:00,0,119
2021-01-15 07:00:00,1,-120
2021-01-15 07:01:00,1,-119
2021-01-15 07:02:00,1,-118
2021-01-15 07:03:00,1,-117
2021-01-15 07:04:00,1,-116
2021-01-15 07:05:00,1,-115
2021-01-15 07:06:00,1,-114
2021-01-15 07:07:00,1,-113
2021-01-15 07:08:00,1,-112
2021-01-15 07:09:00,1,-111
2021-01-15 07:10:00,1,-110
2021-01-15 07:11:00,1,-109
2021-01-15 07:12:00,1,-108
2021-01-15 07:13:00,1,-107
2021-01-15 07:14:00,1,-106
2021-01-15 07:15:00,1,-105
2021-01-15 07:16:00,1,-104
2021-01-15 07:17:00,1,-103
2021-01-15 07:18:00,1,-102
2021-01-15 07:19:00,1,-101
2021-01-15 07:20:00,1,-100
2021-01-15 07:21:00,1,-99
2021-01-15 07:22:00,1,-98
2021-01-15 07:23:00,1,-97
2021-01-15 07:24:00,1,-96
2021-01-15 07:25:00,1,-95
2021-01-15 07:26:00,1,-94
2021-01-15 07:27:00,1,-93
2021-01-15 07:28:00,1,-92
2021-01-15 07:29:00,1,-91
2021-01-15 07:30:00,1,-90
2021-01-15 07:31:00,1,-89
2021-01-15 07:32:00,1,-88
2021-01-15 07:33:00,1,-87
2021-01-15 07:34:00,1,-86
2021-01-15 07:35:00,1,-85
2021-01-15 07:36:00,1,-84
2021-01-15 07:37:00,1,-83
2021-01-15 07:38:00,1,-82
2021-01-15 07:39:00,1,-81
2021-01-15 07:40:00,1,-80
2021-01-15 07:41:00,1,-79
2021-01-15 07:42:00,1,-78
2021-01-15 07:43:00,1,-77
2021-01-15 07:44:00,1,-76
2021-01-15 07:45:00,1,-75
2021-01-15 07:46:00,1,-74
2021-01-15 07:47:00,1,-73
2021-01-15 07:48:00,1,-72
2021-01-15 07:49:00,1,-71
2021-01-15 07:50:00,1,-70
2021-01-15 07:51:00,1,-69
2021-01-15 07:52:00,1,-68
2021-01-15 07:53:00,1,-67
2021-01-15 07:54:00,1,-66
2021-01-15 07:55:00,1,-65
2021-01-15 07:56:00,1,-64
2021-01-15 07:57:00,1,-63
2021-01-15 07:58:00,1,-62
2021-01-15 07:59:00,1,-61
2021-01-15 08:00:00,1,-60
2021-01-15 08:01:00,1,-59
2021-01-15 08:02:00,1,-58
2021-01-15 08:03:00,1,-57
2021-01-15 08:04:00,1,-56
2021-01-15 08:05:00,1,-55
2021-01-15 08:06:00,1,-54
2021-01-15 08:07:00,1,-53
2021-01-15 08:08:00,1,-52
2021-01-15 08:09:00,1,-51
2021-01-15 08:10:00,1,-50
2021-01-15 08:11:00,1,-49
2021-01-15 08:12:00,1,-48
2021-01-15 08:13:00,1,-47
2021-01-15 08:14:00,1,-46
2021-01-15 08:15:00,1,-45
2021-01-15 08:16:00,1,-44
2021-01-15 08:17:00,1,-43
2021-01-15 08:18:00,1,-42
2021-01-15 08:19:00,1,-41
2021-01-15 08:20:00,1,-40
2021-01-15 08:21:00,1,-39
2021-01-15 08:22:00,1,-38
2021-01-15 08:23:00,1,-37
2021-01-15 08:24:00,1,-36
2021-01-15 08:25:00,1,-35
2021-01-15 08:26:00,1,-34
2021-01-15 08:27:00,1,-33
2021-01-15 08:28:00,1,-32
2021-01-15 08:29:00,1,-31
2021-01-15 08:30:00,1,-30
2021-01-15 08:31:00,1,-29
2021-01-15 08:32:00,1,-28
2021-01-15 08:33:00,1,-27
2021-01-15 08:34:00,1,-26
2021-01-15 08:35:00,0,-25
2021-01-15 08:36:00,0,-24
2021-01-15 08:37:00,0,-23
2021-01-15 08:38:00,0,-22
2021-01-15 08:39:00,0,-21
2021-01-15 08:40:00,0,-20
2021-01-15 08:41:00,0,-19
2021-01-15 08:42:00,0,-18
2021-01-15 08:43:00,0,-17
2021-01-15 08:44:00,0,-16
2021-01-15 08:45:00,0,-15
2021-01-15 08:46:00,0,-14
2021-01-15 08:47:00,0,-13
2021-01-15 08:48:00,0,-12
2021-01-15 08:49:00,0,-11
2021-01-15 08:50:00,0,-10
2021-01-15 08:51:00,0,-9
2021-01-15 08:52:00,0,-8
2021-01-15 08:53:00,0,-7
2021-01-15 08:54:00,0,-6
2021-01-15 08:55:00,0,-5
2021-01-15 08:56:00,0,-4
2021-01-15 08:57:00,0,-3
2021-01-15 08:58:00,0,-2
2021-01-15 08:59:00,0,-1
2021-01-15 09:00:00,0,0
2021-01-15 09:01:00,0,1
2021-01-15 09:02:00,0,2
2021-01-15 09:03:00,0,3
2021-01-15 09:04:00,0,4
2021-01-15 09:05:00,0,5
2021-01-15 09:06:00,0,6
2021-01-15 09:07:00,0,7
2021-01-15 09:08:00,0,8
2021-01-15 09:09:00,0,9
2021-01-15 09:10:00,0,10
2021-01-15 09:11:00,0,11
2021-01-15 09:12:00,0,12
2021-01-15 09:13:00,0,13
2021-01-15 09:14:00,0,14
2021-01-15 09:15:00,0,15
2021-01-15 09:16:00,0,16
2021-01-15 09:17:00,0,17
2021-01-15 09:18:00,0,18
2021-01-15 09:19:00,0,19
2021-01-15 09:20:00,0,20
2021-01-15 09:21:00,0,21
2021-01-15 09:22:00,0,22
2021-01-15 09:23:00,0,23
2021-01-15 09:24:00,0,24
2021-01-15 09:25:00,0,25
2021-01-15 09:26:00,0,26
2021-01-15 09:27:00,0,27
2021-01-15 09:28:00,0,28
2021-01-15 09:29:00,0,29
2021-01-15 09:30:00,0,30
2021-01-15 09:31:00,0,31
2021-01-15 09:32:00,0,32
2021-01-15 09:33:00,0,33
2021-01-15 09:34:00,0,34
2021-01-15 09:35:00,0,35
2021-01-15 09:36:00,0,36
2021-01-15 09:37:00,0,37
2021-01-15 09:38:00,0,38
2021-01-15 09:39:00,0,39
2021-01-15 09:40:00,0,40
2021-01-15 09:41:00,0,41
2021-01-15 09:42:00,0,42
2021-01-15 09:43:00,0,43
2021-01-15 09:44:00,0,44
2021-01-15 09:45:00,0,45
2021-01-15 09:46:00,0,46
2021-01-15 09:47:00,0,47
2021-01-15 09:48:00,0,48
2021-01-15 09:49:00,0,49
2021-01-15 09:50:00,0,50
2021-01-15 09:51:00,0,51
2021-01-15 09:52:00,0,52
2021-01-15 09:53:00,0,53
2021-01-15 09:54:00,0,54
2021-01-15 09:55:00,0,55
2021-01-15 09:56:00,0,56
2021-01-15 09:57:00,0,57
2021-01-15 09:58:00,0,58
2021-01-15 09:59:00,0,59
2021-01-15 10:00:00,0,60
2021-01-15 10:01:00,0,61
2021-01-15 10:02:00,0,62
2021-01-15 10:03:00,0,63
2021-01-15 10:04:00,0,64
2021-01-15 10:05:00,0,65
2021-01-15 10:06:00,0,66
2021-01-15 10:07:00,0,67
2021-01-15 10:08:00,0,68
2021-01-15 10:09:00,0,69
2021-01-15 10:10:00,0,70
2021-01-15 10:11:00,0,71
2021-01-15 10:12:00,0,72
2021-01-15 10:13:00,0,73
2021-01-15 10:14:00,0,74
2021-01-15 10:15:00,0,75
2021-01-15 10:16:00,0,76
2021-01-15 10:17:00,0,77
2021-01-15 10:18:00,0,78
2021-01-15 10:19:00,0,79
2021-01-15 10:20:00,0,80
2021-01-15 10:21:00,0,81
2021-01-15 10:22:00,0,82
2021-01-15 10:23:00,0,83
2021-01-15 10:24:00,0,84
2021-01-15 10:25:00,0,85
2021-01-15 10:26:00,0,86
2021-01-15 10:27:00,0,87
2021-01-15 10:28:00,0,88
2021-01-15 10:29:00,0,89
2021-01-15 10:30:00,0,90
2021-01-15 10:31:00,0,91
2021-01-15 10:32:00,0,92
2021-01-15 10:33:00,0,93
2021-01-15 10:34:00,0,94
2021-01-15 10:35:00,0,95
2021-01-15 10:36:00,0,96
2021-01-15 10:37:00,0,97
2021-01-15 10:38:00,0,98
2021-01-15 10:39:00,0,99
2021-01-15 10:40:00,0,100
2021-01-15 10:41:00,0,101
2021-01-15 10:42:00,0,102
2021-01-15 10:43:00,0,103
2021-01-15 10:44:00,0,104
2021-01-15 10:45:00,0,105
2021-01-15 10:46:00,0,106
2021-01-15 10:47:00,0,107
2021-01-15 10:48:00,0,108
2021-01-15 10:49:00,0,109
2021-01-15 10:50:00,0,110
2021-01-15 10:51:00,0,111
2021-01-15 10:52:00,0,112
2021-01-15 10:53:00,0,113
2021-01-15 10:54:00,0,114
2021-01-15 10:55:00,0,115
2021-01-15 10:56:00,0,116
2021-01-15 10:57:00,0,117
2021-01-15 10:58:00,0,118
2021-01-15 10:59:00,0,119
2021-01-17 07:00:00,1,-120
2021-01-17 07:01:00,1,-119
2021-01-17 07:02:00,1,-118
2021-01-17 07:03:00,1,-117
2021-01-17 07:04:00,1,-116
2021-01-17 07:05:00,1,-115
2021-01-17 07:06:00,1,-114
2021-01-17 07:07:00,1,-113
2021-01-17 07:08:00,1,-112
2021-01-17 07:09:00,1,-111
2021-01-17 07:10:00,1,-110
2021-01-17 07:11:00,1,-109
2021-01-17 07:12:00,1,-108
2021-01-17 07:13:00,1,-107
2021-01-17 07:14:00,1,-106
2021-01-17 07:15:00,1,-105
2021-01-17 07:16:00,1,-104
2021-01-17 07:17:00,1,-103
2021-01-17 07:18:00,1,-102
2021-01-17 07:19:00,1,-101
2021-01-17 07:20:00,1,-100
2021-01-17 07:21:00,1,-99
2021-01-17 07:22:00,1,-98
2021-01-17 07:23:00,1,-97
2021-01-17 07:24:00,1,-96
2021-01-17 07:25:00,1,-95
2021-01-17 07:26:00,1,-94
2021-01-17 07:27:00,1,-93
2021-01-17 07:28:00,1,-92
2021-01-17 07:29:00,1,-91
2021-01-17 07:30:00,1,-90
2021-01-17 07:31:00,1,-89
2021-01-17 07:32:00,1,-88
2021-01-17 07:33:00,1,-87
2021-01-17 07:34:00,1,-86
2021-01-17 07:35:00,1,-85
2021-01-17 07:36:00,1,-84
2021-01-17 07:37:00,1,-83
2021-01-17 07:38:00,1,-82
2021-01-17 07:39:00,1,-81
2021-01-17 07:40:00,1,-80
2021-01-17 07:41:00,1,-79
2021-01-17 07:42:00,1,-78
2021-01-17 07:43:00,1,-77
2021-01-17 07:44:00,1,-76
2021-01-17 07:45:00,1,-75
2021-01-17 07:46:00,1,-74
2021-01-17 07:47:00,1,-73
2021-01-17 07:48:00,1,-72
2021-01-17 07:49:00,1,-71
2021-01-17 07:50:00,1,-70
2021-01-17 07:51:00,1,-69
2021-01-17 07:52:00,1,-68
2021-01-17 07:53:00,1,-67
2021-01-17 07:54:00,1,-66
2021-01-17 07:55:00,1,-65
2021-01-17 07:56:00,1,-64
2021-01-17 07:57:00,1,-63
2021-01-17 07:58:00,1,-62
2021-01-17 07:59:00,1,-61
2021-01-17 08:00:00,1,-60
2021-01-17 08:01:00,1,-59
2021-01-17 08:02:00,1,-58
2021-01-17 08:03:00,1,-57
2021-01-17 08:04:00,1,-56
2021-01-17 08:05:00,1,-55
2021-01-17 08:06:00,1,-54
2021-01-17 08:07:00,1,-53
2021-01-17 08:08:00,1,-52
2021-01-17 08:09:00,1,-51
2021-01-17 08:10:00,1,-50
2021-01-17 08:11:00,1,-49
2021-01-17 08:12:00,1,-48
2021-01-17 08:13:00,1,-47
2021-01-17 08:14:00,1,-46
2021-01-17 08:15:00,1,-45
2021-01-17 08:16:00,1,-44
2021-01-17 08:17:00,1,-43
2021-01-17 08:18:00,1,-42
2021-01-17 08:19:00,1,-41
2021-01-17 08:20:00,1,-40
2021-01-17 08:21:00,1,-39
2021-01-17 08:22:00,1,-38
2021-01-17 08:23:00,1,-37
2021-01-17 08:24:00,1,-36
2021-01-17 08:25:00,1,-35
2021-01-17 08:26:00,1,-34
2021-01-17 08:27:00,1,-33
2021-01-17 08:28:00,1,-32
2021-01-17 08:29:00,1,-31
2021-01-17 08:30:00,1,-30
2021-01-17 08:31:00,1,-29
2021-01-17 08:32:00,1,-28
2021-01-17 08:33:00,1,-27
2021-01-17 08:34:00,1,-26
2021-01-17 08:35:00,1,-25
2021-01-17 08:36:00,1,-24
2021-01-17 08:37:00,1,-23
2021-01-17 08:38:00,1,-22
2021-01-17 08:39:00,1,-21
2021-01-17 08:40:00,1,-20
2021-01-17 08:41:00,1,-19
2021-01-17 08:42:00,1,-18
2021-01-17 08:43:00,1,-17
2021-01-17 08:44:00,1,-16
2021-01-17 08:45:00,1,-15
2021-01-17 08:46:00,1,-14
